SalesOrderID;OrderDate;Status;OnlineOrderFlag;CustomerID;SalesPersonID;TerritoryID;CurrencyRateID;ModifiedDate;ShipMethodID
43703;2011-06-01 00:00:00;5;True;16624;;9;15;2011-06-08 00:00:00;1
43704;2011-06-01 00:00:00;5;True;11005;;9;15;2011-06-08 00:00:00;1
43705;2011-06-01 00:00:00;5;True;11011;;9;15;2011-06-08 00:00:00;1
43706;2011-06-02 00:00:00;5;True;27621;;4;;2011-06-09 00:00:00;1
43707;2011-06-02 00:00:00;5;True;27616;;4;;2011-06-09 00:00:00;1
43708;2011-06-02 00:00:00;5;True;20042;;10;35;2011-06-09 00:00:00;1
43709;2011-06-02 00:00:00;5;True;16351;;9;28;2011-06-09 00:00:00;1
43710;2011-06-02 00:00:00;5;True;16517;;9;28;2011-06-09 00:00:00;1
43711;2011-06-03 00:00:00;5;True;27606;;1;;2011-06-10 00:00:00;1
43712;2011-06-03 00:00:00;5;True;13513;;8;45;2011-06-10 00:00:00;1
43713;2011-06-04 00:00:00;5;True;27601;;4;;2011-06-11 00:00:00;1
43714;2011-06-04 00:00:00;5;True;13591;;10;61;2011-06-11 00:00:00;1
43715;2011-06-04 00:00:00;5;True;16483;;9;54;2011-06-11 00:00:00;1
43716;2011-06-04 00:00:00;5;True;16529;;9;54;2011-06-11 00:00:00;1
43717;2011-06-04 00:00:00;5;True;25249;;9;54;2011-06-11 00:00:00;1
43718;2011-06-05 00:00:00;5;True;27668;;1;;2011-06-12 00:00:00;1
43719;2011-06-05 00:00:00;5;True;27612;;4;;2011-06-12 00:00:00;1
43720;2011-06-05 00:00:00;5;True;13264;;8;71;2011-06-12 00:00:00;1
43721;2011-06-05 00:00:00;5;True;13590;;10;74;2011-06-12 00:00:00;1
43722;2011-06-06 00:00:00;5;True;13581;;10;87;2011-06-13 00:00:00;1
43723;2011-06-06 00:00:00;5;True;14520;;1;;2011-06-13 00:00:00;1
43724;2011-06-06 00:00:00;5;True;16520;;9;80;2011-06-13 00:00:00;1
43725;2011-06-07 00:00:00;5;True;13258;;8;97;2011-06-14 00:00:00;1
43726;2011-06-07 00:00:00;5;True;14560;;4;;2011-06-14 00:00:00;1
43727;2011-06-07 00:00:00;5;True;16607;;9;93;2011-06-14 00:00:00;1
43728;2011-06-08 00:00:00;5;True;27666;;4;;2011-06-15 00:00:00;1
43729;2011-06-08 00:00:00;5;True;11238;;10;113;2011-06-15 00:00:00;1
43730;2011-06-08 00:00:00;5;True;25861;;4;;2011-06-15 00:00:00;1
43731;2011-06-08 00:00:00;5;True;16629;;9;106;2011-06-15 00:00:00;1
43732;2011-06-08 00:00:00;5;True;11025;;9;106;2011-06-15 00:00:00;1
43733;2011-06-08 00:00:00;5;True;27577;;1;;2011-06-15 00:00:00;1
43734;2011-06-09 00:00:00;5;True;27604;;1;;2011-06-16 00:00:00;1
43735;2011-06-09 00:00:00;5;True;16522;;9;119;2011-06-16 00:00:00;1
43736;2011-06-09 00:00:00;5;True;11002;;9;119;2011-06-16 00:00:00;1
43737;2011-06-10 00:00:00;5;True;13261;;8;136;2011-06-17 00:00:00;1
43738;2011-06-10 00:00:00;5;True;11606;;7;138;2011-06-17 00:00:00;1
43739;2011-06-10 00:00:00;5;True;13563;;10;139;2011-06-17 00:00:00;1
43740;2011-06-10 00:00:00;5;True;16527;;9;132;2011-06-17 00:00:00;1
43741;2011-06-11 00:00:00;5;True;27671;;1;;2011-06-18 00:00:00;1
43742;2011-06-11 00:00:00;5;True;13576;;10;152;2011-06-18 00:00:00;1
43743;2011-06-11 00:00:00;5;True;11007;;9;145;2011-06-18 00:00:00;1
43744;2011-06-11 00:00:00;5;True;16631;;9;145;2011-06-18 00:00:00;1
43745;2011-06-12 00:00:00;5;True;16514;;9;158;2011-06-19 00:00:00;1
43746;2011-06-12 00:00:00;5;True;16616;;9;158;2011-06-19 00:00:00;1
43747;2011-06-13 00:00:00;5;True;27623;;4;;2011-06-20 00:00:00;1
43748;2011-06-13 00:00:00;5;True;27625;;1;;2011-06-20 00:00:00;1
43749;2011-06-13 00:00:00;5;True;27636;;1;;2011-06-20 00:00:00;1
43750;2011-06-13 00:00:00;5;True;11591;;7;177;2011-06-20 00:00:00;1
43751;2011-06-13 00:00:00;5;True;11592;;7;177;2011-06-20 00:00:00;1
43752;2011-06-13 00:00:00;5;True;13265;;8;175;2011-06-20 00:00:00;1
43753;2011-06-13 00:00:00;5;True;16482;;9;171;2011-06-20 00:00:00;1
43754;2011-06-14 00:00:00;5;True;27617;;1;;2011-06-21 00:00:00;1
43755;2011-06-14 00:00:00;5;True;27670;;4;;2011-06-21 00:00:00;1
43756;2011-06-14 00:00:00;5;True;19941;;10;191;2011-06-21 00:00:00;1
43757;2011-06-14 00:00:00;5;True;11017;;9;184;2011-06-21 00:00:00;1
43758;2011-06-15 00:00:00;5;True;27646;;4;;2011-06-22 00:00:00;1
43759;2011-06-15 00:00:00;5;True;13257;;8;201;2011-06-22 00:00:00;1
43760;2011-06-15 00:00:00;5;True;16352;;9;197;2011-06-22 00:00:00;1
43761;2011-06-15 00:00:00;5;True;16493;;9;197;2011-06-22 00:00:00;1
43762;2011-06-16 00:00:00;5;True;27578;;4;;2011-06-23 00:00:00;1
43763;2011-06-16 00:00:00;5;True;16525;;9;210;2011-06-23 00:00:00;1
43764;2011-06-16 00:00:00;5;True;16612;;9;210;2011-06-23 00:00:00;1
43765;2011-06-16 00:00:00;5;True;11010;;9;210;2011-06-23 00:00:00;1
43766;2011-06-17 00:00:00;5;True;16518;;9;223;2011-06-24 00:00:00;1
43767;2011-06-17 00:00:00;5;True;11001;;9;223;2011-06-24 00:00:00;1
43768;2011-06-18 00:00:00;5;True;27649;;1;;2011-06-25 00:00:00;1
43769;2011-06-18 00:00:00;5;True;21659;;6;238;2011-06-25 00:00:00;1
43770;2011-06-18 00:00:00;5;True;27614;;1;;2011-06-25 00:00:00;1
43771;2011-06-18 00:00:00;5;True;14559;;4;;2011-06-25 00:00:00;1
43772;2011-06-18 00:00:00;5;True;16524;;9;236;2011-06-25 00:00:00;1
43773;2011-06-18 00:00:00;5;True;16526;;9;236;2011-06-25 00:00:00;1
43774;2011-06-18 00:00:00;5;True;16348;;9;236;2011-06-25 00:00:00;1
43775;2011-06-18 00:00:00;5;True;11027;;9;236;2011-06-25 00:00:00;1
43776;2011-06-19 00:00:00;5;True;13260;;8;253;2011-06-26 00:00:00;1
43777;2011-06-19 00:00:00;5;True;16515;;9;249;2011-06-26 00:00:00;1
43778;2011-06-19 00:00:00;5;True;11018;;9;249;2011-06-26 00:00:00;1
43779;2011-06-19 00:00:00;5;True;25252;;9;249;2011-06-26 00:00:00;1
43780;2011-06-20 00:00:00;5;True;11599;;7;268;2011-06-27 00:00:00;1
43781;2011-06-20 00:00:00;5;True;16495;;9;262;2011-06-27 00:00:00;1
43782;2011-06-20 00:00:00;5;True;16516;;9;262;2011-06-27 00:00:00;1
43783;2011-06-20 00:00:00;5;True;16620;;9;262;2011-06-27 00:00:00;1
43784;2011-06-21 00:00:00;5;True;27667;;4;;2011-06-28 00:00:00;1
43785;2011-06-21 00:00:00;5;True;11601;;7;281;2011-06-28 00:00:00;1
43786;2011-06-21 00:00:00;5;True;11607;;7;281;2011-06-28 00:00:00;1
43787;2011-06-21 00:00:00;5;True;29385;;8;279;2011-06-28 00:00:00;1
43788;2011-06-21 00:00:00;5;True;11239;;10;282;2011-06-28 00:00:00;1
43789;2011-06-21 00:00:00;5;True;25865;;1;;2011-06-28 00:00:00;1
43790;2011-06-21 00:00:00;5;True;25857;;1;;2011-06-28 00:00:00;1
43791;2011-06-21 00:00:00;5;True;16484;;9;275;2011-06-28 00:00:00;1
43792;2011-06-21 00:00:00;5;True;16623;;9;275;2011-06-28 00:00:00;1
43793;2011-06-21 00:00:00;5;True;11000;;9;275;2011-06-28 00:00:00;1
43794;2011-06-21 00:00:00;5;True;11029;;9;275;2011-06-28 00:00:00;1
43795;2011-06-22 00:00:00;5;True;27615;;4;;2011-06-29 00:00:00;1
43796;2011-06-22 00:00:00;5;True;17956;;7;294;2011-06-29 00:00:00;1
43797;2011-06-22 00:00:00;5;True;16345;;9;288;2011-06-29 00:00:00;1
43798;2011-06-22 00:00:00;5;True;16521;;9;288;2011-06-29 00:00:00;1
43799;2011-06-22 00:00:00;5;True;16636;;9;288;2011-06-29 00:00:00;1
43800;2011-06-23 00:00:00;5;True;21710;;6;303;2011-06-30 00:00:00;1
43801;2011-06-23 00:00:00;5;True;13583;;10;308;2011-06-30 00:00:00;1
43802;2011-06-23 00:00:00;5;True;11593;;7;307;2011-06-30 00:00:00;1
43803;2011-06-24 00:00:00;5;True;21741;;6;316;2011-07-01 00:00:00;1
43804;2011-06-24 00:00:00;5;True;13585;;10;321;2011-07-01 00:00:00;1
43805;2011-06-24 00:00:00;5;True;14510;;1;;2011-07-01 00:00:00;1
43806;2011-06-24 00:00:00;5;True;16523;;9;314;2011-07-01 00:00:00;1
43807;2011-06-25 00:00:00;5;True;11611;;7;333;2011-07-02 00:00:00;1
43808;2011-06-25 00:00:00;5;True;13259;;8;331;2011-07-02 00:00:00;1
43809;2011-06-25 00:00:00;5;True;16350;;9;327;2011-07-02 00:00:00;1
43810;2011-06-25 00:00:00;5;True;11004;;9;327;2011-07-02 00:00:00;1
43811;2011-06-25 00:00:00;5;True;11026;;9;327;2011-07-02 00:00:00;1
43812;2011-06-26 00:00:00;5;True;27662;;4;;2011-07-03 00:00:00;1
43813;2011-06-26 00:00:00;5;True;28390;;7;346;2011-07-03 00:00:00;1
43814;2011-06-26 00:00:00;5;True;25866;;1;;2011-07-03 00:00:00;1
43815;2011-06-26 00:00:00;5;True;16494;;9;340;2011-07-03 00:00:00;1
43816;2011-06-26 00:00:00;5;True;16496;;9;340;2011-07-03 00:00:00;1
43817;2011-06-26 00:00:00;5;True;16519;;9;340;2011-07-03 00:00:00;1
43818;2011-06-26 00:00:00;5;True;16528;;9;340;2011-07-03 00:00:00;1
43819;2011-06-26 00:00:00;5;True;11006;;9;340;2011-07-03 00:00:00;1
43820;2011-06-27 00:00:00;5;True;27651;;4;;2011-07-04 00:00:00;1
43821;2011-06-27 00:00:00;5;True;27663;;4;;2011-07-04 00:00:00;1
43822;2011-06-27 00:00:00;5;True;27669;;4;;2011-07-04 00:00:00;1
43823;2011-06-27 00:00:00;5;True;19942;;10;360;2011-07-04 00:00:00;1
43824;2011-06-27 00:00:00;5;True;14558;;1;;2011-07-04 00:00:00;1
43825;2011-06-27 00:00:00;5;True;16349;;9;353;2011-07-04 00:00:00;1
43826;2011-06-27 00:00:00;5;True;11008;;9;353;2011-07-04 00:00:00;1
43827;2011-06-27 00:00:00;5;True;25250;;9;353;2011-07-04 00:00:00;1
43828;2011-06-28 00:00:00;5;True;27605;;1;;2011-07-05 00:00:00;1
43829;2011-06-28 00:00:00;5;True;27611;;4;;2011-07-05 00:00:00;1
43830;2011-06-28 00:00:00;5;True;16347;;9;366;2011-07-05 00:00:00;1
43831;2011-06-28 00:00:00;5;True;11028;;9;366;2011-07-05 00:00:00;1
43832;2011-06-28 00:00:00;5;True;13584;;10;373;2011-07-05 00:00:00;1
43833;2011-06-29 00:00:00;5;True;21727;;6;381;2011-07-06 00:00:00;1
43834;2011-06-29 00:00:00;5;True;28393;;7;385;2011-07-06 00:00:00;1
43835;2011-06-29 00:00:00;5;True;19802;;6;381;2011-07-06 00:00:00;1
43836;2011-06-29 00:00:00;5;True;26620;;6;381;2011-07-06 00:00:00;1
43837;2011-06-29 00:00:00;5;True;11009;;9;379;2011-07-06 00:00:00;1
43838;2011-06-30 00:00:00;5;True;27641;;4;;2011-07-07 00:00:00;1
43839;2011-06-30 00:00:00;5;True;27673;;1;;2011-07-07 00:00:00;1
43840;2011-06-30 00:00:00;5;True;17957;;7;398;2011-07-07 00:00:00;1
43841;2011-06-30 00:00:00;5;True;13406;;8;396;2011-07-07 00:00:00;1
43842;2011-06-30 00:00:00;5;True;16630;;9;392;2011-07-07 00:00:00;1
43843;2011-07-01 00:00:00;5;False;29955;275;3;;2011-07-08 00:00:00;5
43844;2011-07-01 00:00:00;5;False;29620;282;6;407;2011-07-08 00:00:00;5
43845;2011-07-01 00:00:00;5;False;29888;279;5;;2011-07-08 00:00:00;5
43846;2011-07-01 00:00:00;5;False;29548;278;6;407;2011-07-08 00:00:00;5
43847;2011-07-01 00:00:00;5;False;29539;278;6;407;2011-07-08 00:00:00;5
43848;2011-07-01 00:00:00;5;False;29717;283;1;;2011-07-08 00:00:00;5
43849;2011-07-01 00:00:00;5;False;29818;274;1;;2011-07-08 00:00:00;5
43850;2011-07-01 00:00:00;5;False;29892;282;6;407;2011-07-08 00:00:00;5
43851;2011-07-01 00:00:00;5;False;29509;275;2;;2011-07-08 00:00:00;5
43852;2011-07-01 00:00:00;5;False;29855;282;6;407;2011-07-08 00:00:00;5
43853;2011-07-01 00:00:00;5;False;29813;282;6;407;2011-07-08 00:00:00;5
43854;2011-07-01 00:00:00;5;False;29988;282;6;407;2011-07-08 00:00:00;5
43855;2011-07-01 00:00:00;5;False;29946;278;6;407;2011-07-08 00:00:00;5
43856;2011-07-01 00:00:00;5;False;29680;282;6;407;2011-07-08 00:00:00;5
43857;2011-07-01 00:00:00;5;False;30074;282;6;407;2011-07-08 00:00:00;5
43858;2011-07-01 00:00:00;5;False;29961;275;2;;2011-07-08 00:00:00;5
43859;2011-07-01 00:00:00;5;False;29865;276;4;;2011-07-08 00:00:00;5
43860;2011-07-01 00:00:00;5;False;29773;280;1;;2011-07-08 00:00:00;5
43861;2011-07-01 00:00:00;5;False;29749;279;5;;2011-07-08 00:00:00;5
43862;2011-07-01 00:00:00;5;False;29945;279;5;;2011-07-08 00:00:00;5
43863;2011-07-01 00:00:00;5;False;29764;277;4;;2011-07-08 00:00:00;5
43864;2011-07-01 00:00:00;5;False;30056;276;4;;2011-07-08 00:00:00;5
43865;2011-07-01 00:00:00;5;False;30117;277;4;;2011-07-08 00:00:00;5
43866;2011-07-01 00:00:00;5;False;29571;280;1;;2011-07-08 00:00:00;5
43867;2011-07-01 00:00:00;5;False;29582;280;1;;2011-07-08 00:00:00;5
43868;2011-07-01 00:00:00;5;False;30042;282;6;407;2011-07-08 00:00:00;5
43869;2011-07-01 00:00:00;5;False;30107;276;1;;2011-07-08 00:00:00;5
43870;2011-07-01 00:00:00;5;False;29675;275;2;;2011-07-08 00:00:00;5
43871;2011-07-01 00:00:00;5;False;30076;281;3;;2011-07-08 00:00:00;5
43872;2011-07-01 00:00:00;5;False;30100;276;4;;2011-07-08 00:00:00;5
43873;2011-07-01 00:00:00;5;False;29703;276;4;;2011-07-08 00:00:00;5
43874;2011-07-01 00:00:00;5;False;29569;277;3;;2011-07-08 00:00:00;5
43875;2011-07-01 00:00:00;5;False;29624;279;5;;2011-07-08 00:00:00;5
43876;2011-07-01 00:00:00;5;False;30091;275;2;;2011-07-08 00:00:00;5
43877;2011-07-01 00:00:00;5;False;29925;280;1;;2011-07-08 00:00:00;5
43878;2011-07-01 00:00:00;5;False;29664;275;2;;2011-07-08 00:00:00;5
43879;2011-07-01 00:00:00;5;False;29510;282;6;407;2011-07-08 00:00:00;5
43880;2011-07-01 00:00:00;5;False;29789;278;6;407;2011-07-08 00:00:00;5
43881;2011-07-01 00:00:00;5;False;30111;277;3;;2011-07-08 00:00:00;5
43882;2011-07-01 00:00:00;5;False;29558;282;6;407;2011-07-08 00:00:00;5
43883;2011-07-01 00:00:00;5;False;29724;275;2;;2011-07-08 00:00:00;5
43884;2011-07-01 00:00:00;5;False;29861;277;3;;2011-07-08 00:00:00;5
43885;2011-07-01 00:00:00;5;False;29757;276;4;;2011-07-08 00:00:00;5
43886;2011-07-01 00:00:00;5;False;29698;282;6;407;2011-07-08 00:00:00;5
43887;2011-07-01 00:00:00;5;False;29493;279;5;;2011-07-08 00:00:00;5
43888;2011-07-01 00:00:00;5;False;29794;282;6;407;2011-07-08 00:00:00;5
43889;2011-07-01 00:00:00;5;False;29830;278;6;407;2011-07-08 00:00:00;5
43890;2011-07-01 00:00:00;5;False;29515;278;6;407;2011-07-08 00:00:00;5
43891;2011-07-01 00:00:00;5;False;29807;282;6;407;2011-07-08 00:00:00;5
43892;2011-07-01 00:00:00;5;False;29716;281;4;;2011-07-08 00:00:00;5
43893;2011-07-01 00:00:00;5;False;29905;282;6;407;2011-07-08 00:00:00;5
43894;2011-07-01 00:00:00;5;False;30004;280;1;;2011-07-08 00:00:00;5
43895;2011-07-01 00:00:00;5;False;29742;280;1;;2011-07-08 00:00:00;5
43896;2011-07-01 00:00:00;5;False;29866;277;4;;2011-07-08 00:00:00;5
43897;2011-07-01 00:00:00;5;False;29522;276;4;;2011-07-08 00:00:00;5
43898;2011-07-01 00:00:00;5;False;29705;278;6;407;2011-07-08 00:00:00;5
43899;2011-07-01 00:00:00;5;False;29906;277;3;;2011-07-08 00:00:00;5
43900;2011-07-01 00:00:00;5;False;29880;279;5;;2011-07-08 00:00:00;5
43901;2011-07-01 00:00:00;5;False;29901;276;4;;2011-07-08 00:00:00;5
43902;2011-07-01 00:00:00;5;False;29507;279;5;;2011-07-08 00:00:00;5
43903;2011-07-01 00:00:00;5;False;29968;279;5;;2011-07-08 00:00:00;5
43904;2011-07-01 00:00:00;5;False;30095;277;4;;2011-07-08 00:00:00;5
43905;2011-07-01 00:00:00;5;False;29846;279;5;;2011-07-08 00:00:00;5
43906;2011-07-01 00:00:00;5;False;29523;277;4;;2011-07-08 00:00:00;5
43907;2011-07-01 00:00:00;5;False;29791;275;2;;2011-07-08 00:00:00;5
43908;2011-07-01 00:00:00;5;False;29731;275;2;;2011-07-08 00:00:00;5
43909;2011-07-01 00:00:00;5;False;29787;283;1;;2011-07-08 00:00:00;5
43910;2011-07-01 00:00:00;5;False;29963;279;5;;2011-07-08 00:00:00;5
43911;2011-07-01 00:00:00;5;False;29617;280;1;;2011-07-08 00:00:00;5
43912;2011-07-01 00:00:00;5;False;29853;276;4;;2011-07-08 00:00:00;5
43913;2011-07-01 00:00:00;5;False;29774;277;4;;2011-07-08 00:00:00;5
43914;2011-07-01 00:00:00;5;False;29521;281;1;;2011-07-08 00:00:00;5
43915;2011-07-01 00:00:00;5;False;29688;275;3;;2011-07-08 00:00:00;5
43916;2011-07-01 00:00:00;5;False;29511;276;3;;2011-07-08 00:00:00;5
43917;2011-07-01 00:00:00;5;False;29885;283;1;;2011-07-08 00:00:00;5
43918;2011-07-01 00:00:00;5;True;22041;;6;407;2011-07-08 00:00:00;1
43919;2011-07-01 00:00:00;5;True;12124;;7;411;2011-07-08 00:00:00;1
43920;2011-07-01 00:00:00;5;True;28066;;4;;2011-07-08 00:00:00;1
43921;2011-07-01 00:00:00;5;True;16743;;9;405;2011-07-08 00:00:00;1
43922;2011-07-01 00:00:00;5;True;13546;;8;409;2011-07-08 00:00:00;1
43923;2011-07-02 00:00:00;5;True;28018;;4;;2011-07-09 00:00:00;1
43924;2011-07-02 00:00:00;5;True;12132;;7;424;2011-07-09 00:00:00;1
43925;2011-07-02 00:00:00;5;True;16661;;9;418;2011-07-09 00:00:00;1
43926;2011-07-03 00:00:00;5;True;11055;;9;431;2011-07-10 00:00:00;1
43927;2011-07-03 00:00:00;5;True;16662;;9;431;2011-07-10 00:00:00;1
43928;2011-07-03 00:00:00;5;True;16740;;9;431;2011-07-10 00:00:00;1
43929;2011-07-03 00:00:00;5;True;25270;;9;431;2011-07-10 00:00:00;1
43930;2011-07-04 00:00:00;5;True;28038;;4;;2011-07-11 00:00:00;1
43931;2011-07-04 00:00:00;5;True;13548;;8;448;2011-07-11 00:00:00;1
43932;2011-07-04 00:00:00;5;True;16741;;9;444;2011-07-11 00:00:00;1
43933;2011-07-04 00:00:00;5;True;11031;;9;444;2011-07-11 00:00:00;1
43934;2011-07-04 00:00:00;5;True;11034;;9;444;2011-07-11 00:00:00;1
43935;2011-07-05 00:00:00;5;True;20048;;10;464;2011-07-12 00:00:00;1
43936;2011-07-05 00:00:00;5;True;28065;;4;;2011-07-12 00:00:00;1
43937;2011-07-05 00:00:00;5;True;17047;;9;457;2011-07-12 00:00:00;1
43938;2011-07-05 00:00:00;5;True;16686;;9;457;2011-07-12 00:00:00;1
43939;2011-07-05 00:00:00;5;True;16659;;9;457;2011-07-12 00:00:00;1
43940;2011-07-05 00:00:00;5;True;25294;;9;457;2011-07-12 00:00:00;1
43941;2011-07-06 00:00:00;5;True;13600;;10;477;2011-07-13 00:00:00;1
43942;2011-07-06 00:00:00;5;True;17051;;9;470;2011-07-13 00:00:00;1
43943;2011-07-06 00:00:00;5;True;14565;;4;;2011-07-13 00:00:00;1
43944;2011-07-06 00:00:00;5;True;11054;;9;470;2011-07-13 00:00:00;1
43945;2011-07-06 00:00:00;5;True;16675;;9;470;2011-07-13 00:00:00;1
43946;2011-07-06 00:00:00;5;True;16687;;9;470;2011-07-13 00:00:00;1
43947;2011-07-06 00:00:00;5;True;16712;;9;470;2011-07-13 00:00:00;1
43948;2011-07-06 00:00:00;5;True;11047;;9;470;2011-07-13 00:00:00;1
43949;2011-07-07 00:00:00;5;True;27726;;4;;2011-07-14 00:00:00;1
43950;2011-07-07 00:00:00;5;True;28014;;4;;2011-07-14 00:00:00;1
43951;2011-07-07 00:00:00;5;True;16696;;9;483;2011-07-14 00:00:00;1
43952;2011-07-07 00:00:00;5;True;16639;;9;483;2011-07-14 00:00:00;1
43953;2011-07-08 00:00:00;5;True;20049;;10;503;2011-07-15 00:00:00;1
43954;2011-07-08 00:00:00;5;True;13602;;10;503;2011-07-15 00:00:00;1
43955;2011-07-08 00:00:00;5;True;13661;;10;503;2011-07-15 00:00:00;1
43956;2011-07-08 00:00:00;5;True;11030;;9;496;2011-07-15 00:00:00;1
43957;2011-07-09 00:00:00;5;True;28068;;4;;2011-07-16 00:00:00;1
43958;2011-07-09 00:00:00;5;True;16658;;9;509;2011-07-16 00:00:00;1
43959;2011-07-09 00:00:00;5;True;11035;;9;509;2011-07-16 00:00:00;1
43960;2011-07-09 00:00:00;5;True;11046;;9;509;2011-07-16 00:00:00;1
43961;2011-07-10 00:00:00;5;True;28031;;4;;2011-07-17 00:00:00;1
43962;2011-07-10 00:00:00;5;True;28076;;4;;2011-07-17 00:00:00;1
43963;2011-07-10 00:00:00;5;True;16685;;9;522;2011-07-17 00:00:00;1
43964;2011-07-10 00:00:00;5;True;16745;;9;522;2011-07-17 00:00:00;1
43965;2011-07-10 00:00:00;5;True;11038;;9;522;2011-07-17 00:00:00;1
43966;2011-07-10 00:00:00;5;True;11039;;9;522;2011-07-17 00:00:00;1
43967;2011-07-11 00:00:00;5;True;28040;;1;;2011-07-18 00:00:00;1
43968;2011-07-11 00:00:00;5;True;28067;;4;;2011-07-18 00:00:00;1
43969;2011-07-11 00:00:00;5;True;28071;;4;;2011-07-18 00:00:00;1
43970;2011-07-11 00:00:00;5;True;16684;;9;535;2011-07-18 00:00:00;1
43971;2011-07-11 00:00:00;5;True;16657;;9;535;2011-07-18 00:00:00;1
43972;2011-07-12 00:00:00;5;True;21939;;6;550;2011-07-19 00:00:00;1
43973;2011-07-12 00:00:00;5;True;28039;;4;;2011-07-19 00:00:00;1
43974;2011-07-12 00:00:00;5;True;13687;;10;555;2011-07-19 00:00:00;1
43975;2011-07-12 00:00:00;5;True;13540;;8;552;2011-07-19 00:00:00;1
43976;2011-07-12 00:00:00;5;True;28063;;4;;2011-07-19 00:00:00;1
43977;2011-07-12 00:00:00;5;True;16703;;9;548;2011-07-19 00:00:00;1
43978;2011-07-13 00:00:00;5;True;28030;;1;;2011-07-20 00:00:00;1
43979;2011-07-13 00:00:00;5;True;14576;;1;;2011-07-20 00:00:00;1
43980;2011-07-13 00:00:00;5;True;11048;;9;561;2011-07-20 00:00:00;1
